symbol,base,status,kind,bars,first_bar,last_bar,ret_listing_to_end,dd_from_ath_high
CRDOBUSDT,CRDOB,TRADING,coin,44,2026-08-05,2026-09-17,-0.2502567308121624,-0.41393270975848107
IRENBUSDT,IRENB,TRADING,coin,44,2026-08-05,2026-09-17,0.12422520661157033,-0.11721760292030015
NFLXBUSDT,NFLXB,TRADING,coin,44,2026-08-05,2026-09-17,0.013840365493146933,-0.09813530958642114
SMCIBUSDT,SMCIB,TRADING,coin,44,2026-08-05,2026-09-17,0.3347639484978542,-0.04533648170011806
USARBUSDT,USARB,TRADING,coin,44,2026-08-05,2026-09-17,-0.0910672853828306,-0.2359824475865432
ALABBUSDT,ALABB,TRADING,coin,44,2026-08-05,2026-09-17,-0.08033946251768032,-0.19314452747980038
GMEBUSDT,GMEB,TRADING,coin,37,2026-08-12,2026-09-17,0.2289416846652268,-0.00262927256792278
DJTBUSDT,DJTB,TRADING,coin,23,2026-08-26,2026-09-17,-0.08236536430834229,-0.14970645792563608
CRWDBUSDT,CRWDB,TRADING,coin,16,2026-09-02,2026-09-17,0.19576848249027234,-0.01553677972209988
MRNABUSDT,MRNAB,TRADING,coin,16,2026-09-02,2026-09-17,0.04206412294647577,-0.027870473365467774
SQQQBUSDT,SQQQB,TRADING,coin,16,2026-09-02,2026-09-17,-0.026938569989929495,-0.06845022897083641
STXBUSDT,STXB,TRADING,coin,16,2026-09-02,2026-09-17,0.0003985105667567712,-0.13223220844315786
MARSCOINUSDT,MARSCOIN,TRADING,coin,14,2026-09-04,2026-09-17,-0.39409632314862764,-0.5626168224299065
CRMBUSDT,CRMB,TRADING,coin,9,2026-09-09,2026-09-17,-0.004775900073475281,-0.07035003431708986
HIMSBUSDT,HIMSB,TRADING,coin,9,2026-09-09,2026-09-17,0.004318100035984207,-0.049710589036431774
牛来USDT,牛来,TRADING,coin,0,,,,
BNCBUSDT,BNCB,TRADING,coin,0,,,,
GPROBUSDT,GPROB,TRADING,coin,0,,,,
RDDTBUSDT,RDDTB,TRADING,coin,0,,,,
